Jan-25	江苏省	26756
Jan-25	山东省	19952
Jan-25	广东省	10132
Jan-25		9632
Jan-25	四川省	8783
Jan-25	安徽省	8654
Jan-25	河南省	8198
Jan-25	浙江省	8166
Jan-25	河北省	7970
Jan-25	福建省	7390
Jan-25	江西省	7114
Jan-25	湖北省	7049
Jan-25	湖南省	5882
Jan-25	天津	5338
Jan-25	辽宁省	5095
Jan-25	山西省	5066
Jan-25	新疆	5051
Jan-25	陕西省	4359
Jan-25	北京	3891
Jan-25	重庆	3584
Jan-25	黑龙江省	3522
Jan-25	广西	3304
Jan-25	云南省	3204
Jan-25	贵州省	3133
Jan-25	上海	3002
Jan-25	甘肃省	2739
Jan-25	内蒙古	2474
Jan-25	吉林省	2073
Jan-25	海南省	791
Jan-25	宁夏	741
Jan-25	青海省	731
Jan-25	西藏	192
Jan-25	澳门	21
Jan-25	香港	11
Jan-25	台湾省	5
Jan-25	亚太地区	4
Jan-25	雪兰莪	3
Jan-25	法兰克福	2
Jan-25	加利福尼亚	2
Jan-25	北卡罗来纳	1
Jan-25	佛罗里达	1
Jan-25	伦敦	1
Jan-25	密歇根	1
Jan-25	康涅狄格	1
Jan-25	弗吉尼亚	1
Jan-25	昆士兰	1
Jan-25	曼谷	1
Jan-25	砂拉越州	1
Jan-25	纽约	1
Jan-25	维多利亚	1
Jan-25	萨斯喀彻温	1
Jan-25	路易斯安那	1
Jan-25	阿姆斯特丹	1
Jan-25	首尔	1
Jan-25	马萨诸塞	1
Jan-25	魁北克	1
Feb-25	山东省	7824
Feb-25	江苏省	7632
Feb-25		6055
Feb-25	广东省	4859
Feb-25	河南省	4083
Feb-25	河北省	3983
Feb-25	浙江省	3847
Feb-25	安徽省	3588
Feb-25	四川省	3417
Feb-25	湖北省	2999
Feb-25	江西省	2984
Feb-25	湖南省	2976
Feb-25	辽宁省	2919
Feb-25	福建省	2886
Feb-25	新疆	2373
Feb-25	陕西省	2294
Feb-25	山西省	1946
Feb-25	北京	1882
Feb-25	云南省	1826
Feb-25	天津	1720
Feb-25	黑龙江省	1717
Feb-25	重庆	1671
Feb-25	内蒙古	1465
Feb-25	吉林省	1419
Feb-25	贵州省	1283
Feb-25	广西	1257
Feb-25	甘肃省	1194
Feb-25	上海	1099
Feb-25	宁夏	481
Feb-25	青海省	449
Feb-25	海南省	430
Feb-25	西藏	109
Feb-25	澳门	9
Feb-25	香港	9
Feb-25	吉隆坡	3
Feb-25	莫斯科	2
Feb-25	首尔	2
Feb-25	纽约	1
Feb-25	旁遮普	1
Feb-25	俄勒冈	1
Feb-25	暖武里府	1
Feb-25	马德里	1
Feb-25	华盛顿特区	1
Mar-25	江苏省	10664
Mar-25	山东省	10586
Mar-25		6802
Mar-25	广东省	6288
Mar-25	河南省	4676
Mar-25	安徽省	4286
Mar-25	河北省	4185
Mar-25	湖南省	3863
Mar-25	辽宁省	3768
Mar-25	浙江省	3681
Mar-25	湖北省	3624
Mar-25	江西省	3406
Mar-25	福建省	3362
Mar-25	四川省	3158
Mar-25	天津	2812
Mar-25	陕西省	2512
Mar-25	黑龙江省	2490
Mar-25	北京	2139
Mar-25	山西省	1962
Mar-25	重庆	1903
Mar-25	吉林省	1773
Mar-25	新疆	1773
Mar-25	内蒙古	1693
Mar-25	广西	1626
Mar-25	上海	1380
Mar-25	云南省	1268
Mar-25	甘肃省	1230
Mar-25	贵州省	1076
Mar-25	宁夏	568
Mar-25	海南省	543
Mar-25	青海省	284
Mar-25	西藏	82
Mar-25	香港	8
Mar-25	加利福尼亚	2
Mar-25	澳门	2
Mar-25	曼谷	1
Mar-25	暖武里府	1
Mar-25	新南威尔士	1
Mar-25	德克萨斯	1
Mar-25	吉隆坡	1
Mar-25	台湾省	1
Mar-25	纽约	1
Mar-25	佐治亚	1
Mar-25	马尼拉	1
Mar-25	马里兰	1
Apr-25	山东省	13967
Apr-25	江苏省	11425
Apr-25	广东省	7285
Apr-25		5746
Apr-25	河南省	5598
Apr-25	安徽省	5335
Apr-25	河北省	4672
Apr-25	福建省	4297
Apr-25	湖南省	4091
Apr-25	浙江省	4073
Apr-25	辽宁省	3890
Apr-25	湖北省	3845
Apr-25	江西省	3817
Apr-25	天津	3556
Apr-25	四川省	3334
Apr-25	黑龙江省	2732
Apr-25	北京	2673
Apr-25	陕西省	2414
Apr-25	山西省	2115
Apr-25	重庆	1999
Apr-25	新疆	1838
Apr-25	吉林省	1819
Apr-25	甘肃省	1697
Apr-25	广西	1666
Apr-25	内蒙古	1646
Apr-25	上海	1614
Apr-25	云南省	1448
Apr-25	贵州省	1247
Apr-25	海南省	714
Apr-25	宁夏	581
Apr-25	青海省	347
Apr-25	西藏	87
Apr-25	香港	8
Apr-25	澳门	7
Apr-25	安大略	2
Apr-25	台湾省	2
Apr-25	科罗拉多	1
Apr-25	德克萨斯	1
Apr-25	布加勒斯特	1
Apr-25	大阪府	1
Apr-25	加利福尼亚	1
Apr-25	伊利诺伊	1
Apr-25	东京都	1
Apr-25	不列颠哥伦比亚	1
May-25	山东省	11580
May-25	江苏省	10595
May-25	广东省	7131
May-25		5288
May-25	安徽省	4844
May-25	河南省	4754
May-25	辽宁省	4124
May-25	湖南省	4018
May-25	河北省	3824
May-25	四川省	3753
May-25	浙江省	3615
May-25	福建省	3611
May-25	湖北省	3479
May-25	江西省	3240
May-25	黑龙江省	2825
May-25	天津	2533
May-25	陕西省	2365
May-25	北京	2289
May-25	重庆	2040
May-25	新疆	1715
May-25	云南省	1610
May-25	吉林省	1565
May-25	山西省	1555
May-25	内蒙古	1517
May-25	广西	1493
May-25	甘肃省	1486
May-25	贵州省	1216
May-25	上海	1192
May-25	海南省	799
May-25	宁夏	566
May-25	青海省	339
May-25	西藏	105
May-25	加利福尼亚	8
May-25	香港	7
May-25	澳门	5
May-25	东京都	2
May-25	台湾省	2
May-25	内华达	1
May-25	北海道	1
May-25	维多利亚	1
May-25	新泽西	1
May-25	新南威尔士	1
May-25	南澳大利亚	1
May-25	亚太地区	1
May-25	法兰克福	1
May-25	马萨诸塞	1
Jun-25	山东省	14427
Jun-25	江苏省	12768
Jun-25	广东省	10018
Jun-25	河南省	7283
Jun-25	安徽省	6779
Jun-25	四川省	6116
Jun-25		6040
Jun-25	湖南省	5588
Jun-25	河北省	5485
Jun-25	浙江省	5363
Jun-25	福建省	5348
Jun-25	湖北省	5119
Jun-25	辽宁省	4154
Jun-25	天津	4117
Jun-25	江西省	4069
Jun-25	北京	3318
Jun-25	重庆	2826
Jun-25	陕西省	2788
Jun-25	黑龙江省	2715
Jun-25	新疆	2436
Jun-25	广西	2360
Jun-25	山西省	2280
Jun-25	云南省	2083
Jun-25	贵州省	1776
Jun-25	上海	1748
Jun-25	内蒙古	1680
Jun-25	吉林省	1590
Jun-25	甘肃省	1516
Jun-25	海南省	1046
Jun-25	宁夏	733
Jun-25	青海省	481
Jun-25	西藏	98
Jun-25	香港	8
Jun-25	澳门	6
Jun-25	首尔	4
Jun-25	台湾省	3
Jun-25	东京都	2
Jun-25	加利福尼亚	2
Jun-25	新南威尔士	1
Jun-25	亚太地区	1
Jun-25	吉隆坡	1
Jun-25	佐治亚	1
Jun-25	槟州	1
Jun-25	昆士兰	1
Jun-25	米兰	1
Jun-25	伊利诺伊	1
Jun-25	Bristol	1
Jun-25	马德里	1
Jun-25	马萨诸塞	1
Jul-25	山东省	9022
Jul-25	广东省	7280
Jul-25	江苏省	5182
Jul-25	河南省	4397
Jul-25		4374
Jul-25	河北省	4290
Jul-25	四川省	3815
Jul-25	辽宁省	3585
Jul-25	安徽省	3430
Jul-25	湖南省	3195
Jul-25	福建省	2972
Jul-25	湖北省	2779
Jul-25	浙江省	2536
Jul-25	黑龙江省	2278
Jul-25	陕西省	2130
Jul-25	江西省	2106
Jul-25	北京	1981
Jul-25	贵州省	1854
Jul-25	云南省	1769
Jul-25	新疆	1760
Jul-25	天津	1728
Jul-25	甘肃省	1651
Jul-25	山西省	1543
Jul-25	广西	1448
Jul-25	内蒙古	1448
Jul-25	吉林省	1388
Jul-25	重庆	1332
Jul-25	上海	837
Jul-25	海南省	588
Jul-25	宁夏	496
Jul-25	青海省	400
Jul-25	西藏	136
Jul-25	香港	12
Jul-25	澳门	3
Jul-25	加利福尼亚	2
Jul-25	马尼拉	1
Jul-25	Auckland	1
Jul-25	东京都	1
Jul-25	亚太地区	1
Jul-25	伦敦	1
Jul-25	台湾省	1
Jul-25	吉隆坡	1
Jul-25	康涅狄格	1
Jul-25	槟州	1
Jul-25	米兰	1
Jul-25	魁北克	1
Aug-25	山东省	4051
Aug-25	广东省	3590
Aug-25	江苏省	3567
Aug-25	河南省	2842
Aug-25	安徽省	2359
Aug-25	河北省	2359
Aug-25		2299
Aug-25	四川省	2152
Aug-25	湖南省	2141
Aug-25	辽宁省	2096
Aug-25	福建省	1754
Aug-25	浙江省	1733
Aug-25	湖北省	1690
Aug-25	江西省	1533
Aug-25	北京	1234
Aug-25	重庆	1215
Aug-25	陕西省	1197
Aug-25	新疆	1163
Aug-25	黑龙江省	1078
Aug-25	山西省	1009
Aug-25	云南省	909
Aug-25	甘肃省	805
Aug-25	贵州省	805
Aug-25	天津	803
Aug-25	广西	787
Aug-25	内蒙古	676
Aug-25	上海	648
Aug-25	吉林省	565
Aug-25	宁夏	330
Aug-25	海南省	310
Aug-25	青海省	223
Aug-25	西藏	60
Aug-25	香港	5
Aug-25	台湾省	4
Aug-25	吉隆坡	3
Aug-25	旁遮普	2
Aug-25	加利福尼亚	2
Aug-25	曼谷	2
Aug-25	澳门	2
Aug-25	西澳大利亚	1
Aug-25	神奈川县	1
Aug-25	槟州	1
Aug-25	弗吉尼亚	1
Aug-25	密苏里	1
Aug-25	安大略	1
Aug-25	内华达	1
Aug-25	佐治亚	1
Aug-25	东京都	1
Sep-25	江苏省	5093
Sep-25	山东省	3952
Sep-25	广东省	3889
Sep-25		2882
Sep-25	安徽省	2562
Sep-25	河南省	2432
Sep-25	辽宁省	2397
Sep-25	福建省	2119
Sep-25	湖北省	1922
Sep-25	湖南省	1913
Sep-25	江西省	1906
Sep-25	四川省	1801
Sep-25	黑龙江省	1781
Sep-25	河北省	1726
Sep-25	浙江省	1526
Sep-25	北京	1320
Sep-25	陕西省	1309
Sep-25	新疆	1188
Sep-25	重庆	1071
Sep-25	山西省	998
Sep-25	天津	954
Sep-25	吉林省	893
Sep-25	上海	850
Sep-25	内蒙古	798
Sep-25	甘肃省	788
Sep-25	广西	783
Sep-25	云南省	734
Sep-25	贵州省	604
Sep-25	海南省	300
Sep-25	宁夏	296
Sep-25	青海省	132
Sep-25	西藏	49
Sep-25	加利福尼亚	5
Sep-25	澳门	3
Sep-25	台湾省	2
Sep-25	香港	2
Sep-25	新泽西	1
Sep-25	不列颠哥伦比亚	1
Sep-25	亚太地区	1
Sep-25	列宁格勒	1
Sep-25	马哈拉施特拉	1
Oct-25	江苏省	7693
Oct-25	山东省	7479
Oct-25	广东省	5437
Oct-25		4695
Oct-25	辽宁省	4234
Oct-25	安徽省	4047
Oct-25	河南省	3774
Oct-25	福建省	3624
Oct-25	新疆	3521
Oct-25	河北省	3243
Oct-25	湖南省	2789
Oct-25	江西省	2686
Oct-25	黑龙江省	2616
Oct-25	四川省	2603
Oct-25	浙江省	2508
Oct-25	湖北省	2414
Oct-25	北京	2248
Oct-25	天津	2206
Oct-25	陕西省	1821
Oct-25	重庆	1682
Oct-25	吉林省	1603
Oct-25	内蒙古	1580
Oct-25	山西省	1497
Oct-25	甘肃省	1267
Oct-25	广西	1226
Oct-25	云南省	1127
Oct-25	上海	1072
Oct-25	贵州省	951
Oct-25	海南省	681
Oct-25	宁夏	462
Oct-25	青海省	263
Oct-25	西藏	83
Oct-25	香港	9
Oct-25	澳门	5
Oct-25	康涅狄格	2
Oct-25	台湾省	2
Oct-25	加利福尼亚	2
Oct-25	Cardiff	1
Oct-25	冲绳县	1
Oct-25	德克萨斯	1
Oct-25	乌汶府	1
Oct-25	艾伯塔	1
Oct-25	密歇根	1
Oct-25	首尔	1
Oct-25	伊利诺伊	1
